ActivityID,StationID,DistCat_Tt,BugThreshGroup,Latitude,Longitude,Date_Tt,NOx_mgL,TP_mgL,TKN_mgL,NO3_mgL,TN_mgL,NO2_mgL,Chla_Uncorr,Chla_corr,NH3_mgL,PO4_mgL,TDN_mgL,NH4_ugL
A810628013,00-FCB,,,42.755958,-71.836969,9/29/2008,0.003,0.029,0.4,,,,,,,,,
A809322013,00-FCB,,,42.755958,-71.836969,8/26/2008,0.18,0.023,0.1,,,,,,,,,
A809931013,00-FCB,,,42.755958,-71.836969,9/8/2008,0.003,0.046,,,,,,,,,,
RA08180010,00-LUV,,,43.641253,-72.126703,8/18/2000,,0.021,0.52,0.05,,,,,,,,
RA06210008,00-LUV,,,43.641253,-72.126703,6/21/2000,,0.023,0.5,0.05,,,,,,,,
RA07310010,00-LUV,,,43.641253,-72.126703,7/31/2000,,,,0.05,,,,,,,,
PALOOZA14-10,00-MHK,,,44.900292,-71.50445,8/6/2014,0.19,0.00703,,,0.32,,,,,,,
A309221006,00-MIP,,,43.001936,-71.661783,11/1/2013,0.055,0.0101,,,,,,,,,,
A308832006,00-MIP,,,43.001936,-71.661783,10/15/2013,0.011,,,,,,,,,,,
A308834006,00-MIP,,,43.001936,-71.661783,10/5/2013,,0.0156,,,,,,,,,,
A205978003,00-SCK,Non-Ref,Above_Threshold,43.159989,-71.493178,7/19/2012,0.26,0.012,0.015,0.25,,0.005,,,,,,
A207184010,00-SCK,Non-Ref,Above_Threshold,43.159989,-71.493178,8/9/2012,0.21,0.01,0.015,0.21,,0.005,,,,,,
A204562002,00-SCK,Non-Ref,Above_Threshold,43.159989,-71.493178,6/20/2012,0.21,0.016,0.015,0.21,,0.005,,,,,,
0307002-09B,00-SMN,,,42.748766,-71.442109,6/30/2003,,,,0.14,,0.2,,,,,,
25132,00-SMN,,,42.748766,-71.442109,8/20/2003,,,,,,,3.6,2.7,,,,
T005-G-EVENT1,00-SMN,,,42.748766,-71.442109,6/25/2014,0.27295977,,,,0.88552,,,6.1,,0.01161375,0.78949,
0410113-04A,00-SMN,,,42.748766,-71.442109,10/16/2004,,0.069,1,,,,,,1,,,
0309133-38C,00-SMN,,,42.748766,-71.442109,9/20/2003,,0.031,1.4,,,,,,1,,,
0308145-15A,00-SMN,,,42.748766,-71.442109,8/20/2003,,0.035,1.4,,,,,,1,,,
0309133-38B,00-SMN,,,42.748766,-71.442109,9/20/2003,,,,0.39,,0.016,,,,,,
T005-G-EVENT2,00-SMN,,,42.748766,-71.442109,10/1/2015,0.12957763,,,,0.81234,,,5.4,,0.01426276,0.689,
0309084-17B,00-SMN,,,42.748766,-71.442109,9/12/2003,,0.021,1,,,,,,1,,,
0308145-42A,00-SMN,,,42.748766,-71.442109,8/20/2003,,,,0.15,,0.031,,,,,,
0308173-03A,00-SMN,,,42.748766,-71.442109,8/23/2003,,,,0.18,,0.029,,,,,,
0307002-09A,00-SMN,,,42.748766,-71.442109,6/30/2003,,0.036,,,,,,,,,,
T069-G-HF1,00-SMN,,,42.748766,-71.442109,5/17/2012,0.28899022,,,,,,,,,0.00329749,,
24716,00-SMN,,,42.748766,-71.442109,6/30/2003,,,,,,,6.5,4.9,,,,
0410113-04B,00-SMN,,,42.748766,-71.442109,10/16/2004,,,,0.0572,,,,,,,,
0309084-17A,00-SMN,,,42.748766,-71.442109,9/12/2003,,,,0.28,,0.03,,,,,,
T169-G-LF2,00-SMN,,,42.748766,-71.442109,9/21/2010,0.34428972,,,,,,,3.3,,0.00465,,
0308173-16A,00-SMN,,,42.748766,-71.442109,8/23/2003,,0.017,1,,,,,,1,,,
T069-G-LF1,00-SMN,,,42.748766,-71.442109,7/27/2010,0.33055554,,,,,,,2.26582,,0.003,,
25594A,00-SMN,,,42.748766,-71.442109,9/12/2003,,,,,,,2.6,2.2,,,,
T005-G-EVENT3,00-SMN,,,42.748766,-71.442109,8/10/2016,0.37265937,,,,1.06494,,,7.9,,0.02534226,0.94672,
0307002-09D,00-SMN,,,42.748766,-71.442109,6/30/2003,,,1,,,,,,,,,
2019-2921,00-SPK,,,42.743375,-71.2088,7/23/2019,0.19,0.0896,0.57,0.18,,0.002,,,,,,
2019-4362,00-SPK,,,42.743375,-71.2088,8/20/2019,0.26,0.0311,0.4,0.25,,0.002,,,,,,
AA29870,00-SPK,,,42.743375,-71.2088,5/9/2003,,,,0.37,,,,,,,,
2019-1699,00-SPK,,,42.743375,-71.2088,6/26/2019,0.31,0.0476,0.72,0.29,,0.002,,,,,,
AA29302,00-SPK,,,42.743375,-71.2088,4/11/2003,,,,0.67,,,,,,13,,
A63407-1,00-SQM,,,43.685678,-71.644647,8/27/2003,0.05,0.008,0.4,,,,,,0.2,,,
A61788-5,00-SQM,,,43.685678,-71.644647,8/5/2003,,,0.25,,,,,,0.2,,,
A61788-4,00-SQM,,,43.685678,-71.644647,8/5/2003,,,0.25,,,,,,0.2,,,
A59607-1,00-SQM,,,43.685678,-71.644647,7/2/2003,0.05,,,,,,,,0.2,,,
A29667-14,00A-ASB,,,42.908464,-72.285683,8/29/2001,0.37,0.027,0.3,,,,6.19,,0.1,0.01,,
A28902-14,00A-ASB,,,42.908464,-72.285683,8/16/2001,0.42,0.024,0.3,,,,5.03,,0.1,0.053,,
A29324-14,00A-ASB,,,42.908464,-72.285683,8/23/2001,0.5,0.018,0.2,,,,4.15,,0.1,0.01,,
A46793-20,00A-ASB,,,42.908464,-72.285683,8/28/2002,,0.018,0.3,0.46,,0.05,4.05,,0.1,0.01,,
RA07310011,00A-LUV,,,43.642614,-72.126128,7/31/2000,,,,0.05,,,,,,,,
RA08180011,00A-LUV,,,43.642614,-72.126128,8/18/2000,,0.021,0.49,0.05,,,,,,,,
A44781-17,00A-POK,,,43.378864,-71.044828,8/1/2002,,0.037,0.6,0.5,,0.5,6.16,,0.1,0.01,,
A44781-16,00A-POK,,,43.378864,-71.044828,8/1/2002,,0.035,0.5,0.5,,0.5,10.9,,0.1,0.01,,
A27821-9,00A-POK,,,43.378864,-71.044828,8/2/2001,0.05,0.057,0.7,,,,4.55,,0.1,0.102,,
A28290-9,00A-POK,,,43.378864,-71.044828,8/8/2001,0.05,0.049,0.9,,,,4.2,,0.2,0.094,,
A308832004,00A-SOP,Non-Ref,,43.022572,-71.624964,10/15/2013,0.053,,,,,,,,,,,
A309221004,00A-SOP,Non-Ref,,43.022572,-71.624964,11/1/2013,0.011,0.0116,,,,,,,,,,
A308834004,00A-SOP,Non-Ref,,43.022572,-71.624964,10/5/2013,,0.0105,,,,,,,,,,
2015-485,00A-SOP,Non-Ref,,43.022572,-71.624964,5/19/2015,,0.0169,,,,,0.2,,,,,
A010878003,00B-RND,,,42.958855,-71.778063,10/24/2010,0.005,0.016,,,,,,,,,,
A011016003,00B-RND,,,42.958855,-71.778063,10/27/2010,0.005,0.016,,,,,,,,,,
A110732003,00B-RND,,,42.958855,-71.778063,11/6/2011,,0.0093,,,,,,,,,,
2011-4610,00B-RND,,,42.958855,-71.778063,10/15/2011,,0.019,,,,,,,,,,
2012-4682,00B-RND,,,42.958855,-71.778063,9/5/2012,,0.023,,,,,,,,,,
2012-4687,00B-RND,,,42.958855,-71.778063,9/21/2012,,0.02,,,,,,,,,,
2019-2983,00D-CORS,Ref,,44.801123,-71.193262,7/24/2019,0.077,0.00656,0.08,0.077,,0.002,,,,,,
2019-4455,00D-CORS,Ref,,44.801123,-71.193262,8/21/2019,0.089,0.0108,0.08,,,,,,,,,
2019-4454,00D-CORS,Ref,,44.801123,-71.193262,8/21/2019,0.089,0.0108,0.08,,,,,,,,,
2019-1793,00D-CORS,Ref,,44.801123,-71.193262,6/27/2019,0.002,0.00771,0.08,0.003,,0.002,,,,,,
2019-1322,00E-CGB,,,43.129989,-70.923442,6/20/2019,,,,,,,,,0.09,,,
RV09210703,00E-CGB,,,43.129989,-70.923442,9/21/2007,,,,1.16,,,,,,0.005,,
2008-4770,00E-CGB,,,43.129989,-70.923442,8/15/2008,,,,0.64,,,,,,0.011,,
RV10180801,00E-CGB,,,43.129989,-70.923442,10/18/2008,,,,0.55,,,,,,0.005,,
2019-5453,00E-CGB,,,43.129989,-70.923442,11/20/2019,,,,,,,,,0.09,,,
T015-G1-LF1,00E-SQM,,,43.685639,-71.645171,7/27/2010,0.01994856,,,,,,,0.75905,,0.003,,
T115-G-LF2,00E-SQM,,,43.685639,-71.645171,9/21/2010,0.01034894,,,,,,,0.8,,0.003,,
T015-G-HF1,00E-SQM,,,43.685639,-71.645171,5/17/2012,0.09932623,,,,,,,,,0.002,,
T104-G-LF2,00F-EBP,,,44.025415,-71.682763,9/21/2010,0.18115696,,,,,,,0.5,,0.01395,,
T004-G-LF1,00F-EBP,,,44.025415,-71.682763,7/27/2010,0.18292181,,,,,,,0.49961,,0.01395,,
T004-G-HF1,00F-EBP,,,44.025415,-71.682763,5/17/2012,0.14475905,,,,,,,,,0.002,,
M204-D-LF1,00F-EBP,,,44.025415,-71.682763,7/27/2010,0.17716049,,,,,,,0.41691,,0.01395,,
2011-1671,00F-NFD,,,43.589832,-71.733681,7/5/2011,,0.0054,,,,,1.83,,,,,
2011-2829,00F-NFD,,,43.589832,-71.733681,8/2/2011,,5.00E-04,,,,,0.67,,,,,
2018-4232,00F-NFD,,,43.589832,-71.733681,8/22/2018,,0.019,,,,,1.86,,,,,
2018-4698,00F-NFD,,,43.589832,-71.733681,9/5/2018,,0.00064,,,,,0.43,,,,,
2011-3073,00F-NFD,,,43.589832,-71.733681,8/9/2011,,5.00E-04,,,,,0.66,,,,,
2011-1434,00F-NFD,,,43.589832,-71.733681,6/29/2011,,0.0055,,,,,1.42,,,,,
2018-3335,00F-NFD,,,43.589832,-71.733681,8/1/2018,,0.00543,,,,,1.22,,,,,
2018-4821,00F-NFD,,,43.589832,-71.733681,9/12/2018,,0.00064,,,,,1.26,,,,,
2011-4185,00F-NFD,,,43.589832,-71.733681,9/13/2011,,0.0059,,,,,1.61,,,,,
2018-2909,00F-NFD,,,43.589832,-71.733681,7/25/2018,,0.00508,,,,,,,,,,
2011-3292,00F-NFD,,,43.589832,-71.733681,8/16/2011,,0.01,,,,,2.32,,,,,
2011-3293,00F-NFD,,,43.589832,-71.733681,8/16/2011,,0.0095,,,,,2.48,,,,,
2011-2208,00F-NFD,,,43.589832,-71.733681,7/19/2011,,5.00E-04,,,,,0.81,,,,,
2011-3684,00F-NFD,,,43.589832,-71.733681,8/23/2011,,0.0059,,,,,1.63,,,,,
2018-4558,00F-NFD,,,43.589832,-71.733681,8/29/2018,,0.00512,,,,,0.86,,,,,
2011-2548,00F-NFD,,,43.589832,-71.733681,7/26/2011,,0.16,,,,,2.75,,,,,
2011-1043,00F-NFD,,,43.589832,-71.733681,6/21/2011,,0.0058,,,,,1.5,,,,,
2018-3334,00F-NFD,,,43.589832,-71.733681,8/1/2018,,0.00604,,,,,1.43,,,,,
2018-2179,00F-NFD,,,43.589832,-71.733681,7/11/2018,,0.00592,,,,,0.69,,,,,
2018-3634,00F-NFD,,,43.589832,-71.733681,8/8/2018,,0.00675,,,,,1.54,,,,,
2018-2493,00F-NFD,,,43.589832,-71.733681,7/18/2018,,0.00709,,,,,1.05,,,,,
2018-3893,00F-NFD,,,43.589832,-71.733681,8/15/2018,,0.00701,,,,,1.22,,,,,
A004751004,00G-BRA,,,43.468256,-70.980428,6/10/2010,0.003,0.012,0.07,0.001,,0.004,,,,,,
A008118004,00G-BRA,,,43.468256,-70.980428,8/13/2010,0.005,0.0098,0.07,0.007,,0.005,,,,,,
A006867003,00G-BRA,,,43.468256,-70.980428,7/23/2010,0.005,0.014,0.4,0.007,,0.005,,,,,,
A504496001,00G-GRE,Non-Ref,Below_Threshold,43.04003,-72.456581,6/30/2015,0.9,0.0214,0.015,,,,,,,,,
T146-G-LF2,00G-SNK,Non-Ref,,43.129785,-71.45812,9/21/2010,0.18115696,,,,,,,6.2,,0.013175,,
T046-G-HF1,00G-SNK,Non-Ref,,43.129785,-71.45812,5/17/2012,0.07574444,,,,,,,,,0.002,,
T046-G-LF1,00G-SNK,Non-Ref,,43.129785,-71.45812,7/27/2010,0.08786008,,,,,,,1.67671,,0.00465,,
A508005003,00H-CLD,,,43.119411,-72.429525,9/10/2015,,0.00852,0.31,,,,,,,,,
2004-3709,00H-NUB,,,42.875603,-71.949633,8/4/2004,0.05,0.017,0.3,,,,1.64,,0.05,0.01,,
2004-4125,00H-NUB,,,42.875603,-71.949633,8/11/2004,0.06,0.014,0.3,,,,0.9,,0.05,0.008,,
2004-3700,00H-TWN,,,42.836969,-71.980647,8/4/2004,0.22,0.022,0.3,,,,2.35,,0.05,0.01,,
2004-4116,00H-TWN,,,42.836969,-71.980647,8/11/2004,0.34,0.017,0.3,,,,1.61,,0.05,0.007,,
RV06230102,00J-PRB,,,43.135368,-70.923065,6/23/2001,,,,0.389,,0.015,,,,0.009,,
2008-4777,00J-PRB,,,43.135368,-70.923065,8/15/2008,,,,0.44,,,,,,0.007,,
RV09220102,00J-PRB,,,43.135368,-70.923065,9/22/2001,,,,1.294,,,,,,0.01,,
RV09210704,00J-PRB,,,43.135368,-70.923065,9/21/2007,,,,0.92,,,,,,0.005,,
2008-4771,00J-PRB,,,43.135368,-70.923065,8/15/2008,,,,0.76,,,,,,0.006,,
RV10180802,00J-PRB,,,43.135368,-70.923065,10/18/2008,,,,0.37,,,,,,0.005,,
2019-1323,00J-PRB,,,43.135368,-70.923065,6/20/2019,,,,,,,,,0.09,,,
RV08180103,00J-PRB,,,43.135368,-70.923065,8/18/2001,,,,,,0.009,,,,0.012,,
RV10070509,00J-PRB,,,43.135368,-70.923065,10/7/2005,,,,1.14,,,,,,0.005,,
RV07080509,00J-PRB,,,43.135368,-70.923065,7/8/2005,,,,1.01,,,,,,0.005,,
RV07210102,00J-PRB,,,43.135368,-70.923065,7/21/2001,,,,,,,,,,0.018,,
2019-5452,00J-PRB,,,43.135368,-70.923065,11/20/2019,,,,,,,,,0.09,,,
RV10200102,00J-PRB,,,43.135368,-70.923065,10/20/2001,,,,0.671,,,,,,0.041,,
2012-4686,00K-RND,,,42.957937,-71.779798,9/21/2012,,0.019,,,,,,,,,,
A011016002,00K-RND,,,42.957937,-71.779798,10/27/2010,0.005,0.029,,,,,,,,,,
2012-4681,00K-RND,,,42.957937,-71.779798,9/5/2012,,0.033,,,,,,,,,,
2011-4609,00K-RND,,,42.957937,-71.779798,10/15/2011,,0.042,,,,,,,,,,
A010878002,00K-RND,,,42.957937,-71.779798,10/24/2010,0.005,0.015,,,,,,,,,,
A110732002,00K-RND,,,42.957937,-71.779798,11/6/2011,,0.0092,,,,,,,,,,
A404584003,00K-UAM,,,44.591595,-71.52515,7/8/2014,0.32,0.01,,0.32,,0.004,,,,,,
A403668003,00K-UAM,,,44.591595,-71.52515,6/17/2014,0.097,0.0122,,0.092,,0.004,,,,,,
A405951003,00K-UAM,,,44.591595,-71.52515,8/4/2014,0.088,0.0148,,0.084,,0.004,,,,,,
2016-2343,00L-OTT,Ref,Below_Threshold,44.48106,-71.54121,7/11/2016,0.13,0.0271,0.27,0.13,,0.004,,,,,,
2016-4164,00L-OTT,Ref,Below_Threshold,44.48106,-71.54121,8/16/2016,0.098,0.0187,0.038,0.093,,0.004,,,,,,
2016-1428,00L-OTT,Ref,Below_Threshold,44.48106,-71.54121,6/20/2016,0.27,0.0346,0.36,0.26,,0.004,,,,,,
2006-1386,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,6/13/2006,0.36,0.045,0.3,,,,3.44,,0.085,,,
A009385001,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,9/8/2010,,0.031,,,,,,,,,,
A706653001,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,6/26/2007,0.28,,0.57,,,,,,,,,
A706653009,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,6/26/2007,0.28,,0.73,,,,,,,,,
A604345001,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,6/29/2006,0.27,0.043,0.9,,,,,,0.1,,,
A606793001,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,8/3/2006,0.32,0.053,0.8,,,,,,0.14,,,
A605712001,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,7/19/2006,0.2,0.07,0.98,,,,,,0.16,,,
A607963001,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,8/21/2006,,0.059,0.6,,,,,,,,,
A608023001,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,8/21/2006,,0.062,0.53,,,,,,0.05,0.01,,
2008-4786,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,8/21/2008,0.28,0.023,0.43,,,,,,,,,
A610974001,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,10/25/2006,,0.039,0.45,,,,,,,,,
A603112001,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,6/8/2006,,,0.6,,,,,,,,,
A707927001,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,7/17/2007,0.17,,0.65,,,,,,,,,
A605264001,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,7/14/2006,,0.062,1.1,,,,,,,,,
A601054001,00M-HOB,Non-Ref,Below_Threshold,43.070903,-70.774192,4/26/2006,,0.024,,,,,,,,,,
A30851-19,00M-PRG,,,42.849289,-71.690478,9/19/2001,0.22,0.147,1.1,,,,4.01,,0.6,0.073,,
B604506003,00M-SMT,,,43.567883,-71.731556,6/21/2016,0.22,0.0186,0.038,0.22,,0.004,,,,,,
B607452004,00M-SMT,,,43.567883,-71.731556,8/15/2016,0.13,0.0108,0.038,,,,,,,,,
2016-2348,00M-SMT,,,43.567883,-71.731556,7/11/2016,0.15,0.0156,0.31,0.15,,0.004,,,,,,
T122-G-LF2,00P-SMT,,,43.567838,-71.73203,9/21/2010,0.0937071,,,,,,,0.5,,0.003,,
T022-G-LF1,00P-SMT,,,43.567838,-71.73203,7/27/2010,0.05876543,,,,,,,0.95165,,0.003,,
T022-G-HF1,00P-SMT,,,43.567838,-71.73203,5/17/2012,0.03961453,,,,,,,,,0.002,,
A011016001,00R-RND,Non-Ref,,42.957409,-71.78302,10/27/2010,0.005,0.015,,,,,,,,,,
A010878001,00R-RND,Non-Ref,,42.957409,-71.78302,10/24/2010,0.005,0.012,,,,,,,,,,
2011-4608,00R-RND,Non-Ref,,42.957409,-71.78302,10/15/2011,,0.032,,,,,,,,,,
2012-4685,00R-RND,Non-Ref,,42.957409,-71.78302,9/21/2012,,0.015,,,,,,,,,,
2012-4680,00R-RND,Non-Ref,,42.957409,-71.78302,9/5/2012,,0.022,,,,,,,,,,
A110732001,00R-RND,Non-Ref,,42.957409,-71.78302,11/6/2011,,0.0091,,,,,,,,,,
A30473-3,00T-PRG,,,42.852761,-71.693994,9/12/2001,0.05,0.031,0.9,,,,9.48,,0.1,0.01,,
A30851-4,00T-PRG,,,42.852761,-71.693994,9/19/2001,0.05,0.034,0.6,,,,9.15,,0.1,0.01,,
2017-4893,00T-SNK,,,43.1306,-71.4547,9/7/2017,,0.0214,,,,,2.39,,,,,
2013-4557,00T-SNK,,,43.1306,-71.4547,8/30/2013,,0.0133,,,,,1.41,,,,,
2013-2834,00T-SNK,,,43.1306,-71.4547,7/24/2013,,0.048,,,,,3.05,,,,,
2013-4826,00T-SNK,,,43.1306,-71.4547,9/12/2013,,0.0184,,,,,1.99,,,,,
2013-4492,00T-SNK,,,43.1306,-71.4547,8/28/2013,,0.0158,,,,,4.32,,,,,
2013-3901,00T-SNK,,,43.1306,-71.4547,8/14/2013,,0.0199,,,,,1.41,,,,,
2013-4689,00T-SNK,,,43.1306,-71.4547,9/5/2013,,0.0189,,,,,3.05,,,,,
2013-3265,00T-SNK,,,43.1306,-71.4547,7/31/2013,,,,,,,1.64,,,,,
2017-3898,00T-SNK,,,43.1306,-71.4547,8/11/2017,,0.0166,,,,,1.27,,,,,
2013-4827,00T-SNK,,,43.1306,-71.4547,9/12/2013,,0.0202,,,,,1.93,,,,,
2013-4201,00T-SNK,,,43.1306,-71.4547,8/21/2013,,0.0179,,,,,1.8,,,,,
2013-4786,00T-SNK,,,43.1306,-71.4547,9/9/2013,,,,,,,1.95,,,,,
2017-4558,00T-SNK,,,43.1306,-71.4547,8/25/2017,,0.0137,,,,,1.88,,,,,
2013-4772,00T-SNK,,,43.1306,-71.4547,9/9/2013,,0.0233,,,,,,,,,,
2013-4594,00T-SNK,,,43.1306,-71.4547,9/2/2013,,0.0218,,,,,1.81,,,,,
A306224005,00T-SNK,,,43.1306,-71.4547,7/31/2013,,0.0235,,,,,,,,,,
2009-3712,01-AHB,,,43.581324,-71.401558,7/28/2009,0.003,0.026,,,,,,,,,,
RA07250002,01-AMM,,,44.154667,-72.036311,7/25/2000,,0.005,0.15,0.07,,,,,,,,
RA08220002,01-AMM,,,44.154667,-72.036311,8/22/2000,,0.008,0.18,0.05,,,,,,,,
RA07050002,01-AMM,,,44.154667,-72.036311,7/5/2000,,0.012,0.31,0.15,,,,,,,,
2018-3948,01-AND,,,44.39806,-70.971596,8/15/2018,0.054,0.00828,0.08,0.003,,0.002,0.54,,,,,
2020-566,01-AND,,,44.39806,-70.971596,6/17/2020,0.053,0.0164,0.08,0.003,,0.002,1.2,,,,,
2017-4059,01-AND,,,44.39806,-70.971596,8/15/2017,0.054,0.00899,0.08,0.05,,0.002,1.13,,,,,
A59219-1,01-AND,,,44.39806,-70.971596,6/26/2003,0.07,,0.3,,,,,,0.2,,,
2004-1278,01-AND,,,44.39806,-70.971596,6/16/2004,0.11,0.016,,,,,2.35,,0.05,,,
2005-1674,01-AND,,,44.39806,-70.971596,6/15/2005,0.05,,0.5,,,,3.65,,0.05,,,
A406787001,01-AND,,,44.39806,-70.971596,8/19/2014,0.074,0.011,,,,,0.83,,,,,
2005-2914,01-AND,,,44.39806,-70.971596,7/13/2005,0.08,0.021,0.4,,,,2.35,,0.1,,,
2017-4060,01-AND,,,44.39806,-70.971596,8/15/2017,0.057,0.0095,0.08,0.051,,0.002,0.98,,,,,
2019-4073,01-AND,,,44.39806,-70.971596,8/14/2019,0.002,0.0115,0.08,0.003,,0.002,0.91,,,,,
2006-1499,01-AND,,,44.39806,-70.971596,6/15/2006,,0.013,,,,,2.54,,,,,
2016-5405,01-AND,,,44.39806,-70.971596,10/20/2016,0.011,0.00851,0.038,0.011,,0.004,1.35,,,,,
2019-2638,01-AND,,,44.39806,-70.971596,7/17/2019,0.076,0.0116,0.29,0.073,,0.002,1.73,,,,,
2009-1910,01-AND,,,44.39806,-70.971596,6/25/2009,0.005,0.01,0.09,,,,0.7584,,0.011,,,
2017-2707,01-AND,,,44.39806,-70.971596,7/19/2017,0.067,0.0106,0.08,0.062,,0.002,0.69,,,,,
2008-3145,01-AND,,,44.39806,-70.971596,7/21/2008,0.06,0.023,0.29,,,,1.196,,,,,
2011-1210,01-AND,,,44.39806,-70.971596,6/23/2011,0.073,0.012,0.015,,,,2.42,,,,,
2018-2484,01-AND,,,44.39806,-70.971596,7/17/2018,0.05,0.00726,0.08,0.003,,0.002,1.33,,,,,
A404056001,01-AND,,,44.39806,-70.971596,6/25/2014,0.08,0.0106,0.28,,,,,,,,,
2015-1550,01-AND,,,44.39806,-70.971596,6/24/2015,0.011,0.0233,0.015,,,,1.08,,,,,
2012-2900,01-AND,,,44.39806,-70.971596,7/26/2012,0.093,0.01,0.015,,,,1.38,,,,,
2006-4332,01-AND,,,44.39806,-70.971596,8/10/2006,0.11,0.014,0.3,,,,1.88,,,,,
A304072001,01-AND,,,44.39806,-70.971596,6/18/2013,0.011,0.00761,,0.011,,0.004,2.18,,,,,
2009-4646,01-AND,,,44.39806,-70.971596,8/17/2009,0.05,0.012,0.09,,,,1.4243,,0.011,,,
2016-1587,01-AND,,,44.39806,-70.971596,6/22/2016,0.059,0.0112,0.038,0.055,,0.004,1.82,,,,,
2010-2862,01-AND,,,44.39806,-70.971596,7/22/2010,0.061,0.011,0.07,,,,1.54,,,,,
2016-4310,01-AND,,,44.39806,-70.971596,8/18/2016,0.077,0.0085,0.038,0.07,,0.004,0.62,,,,,
RA07180201,01-AND,,,44.39806,-70.971596,7/18/2002,,0.019,0.25,,,,2.56,,0.1,,,
2008-1718,01-AND,,,44.39806,-70.971596,6/23/2008,0.065,0.015,0.35,,,,1.748,,,,,
2004-2521,01-AND,,,44.39806,-70.971596,7/14/2004,0.12,0.019,0.5,,,,2.54,,0.14,,,
RA07240002,01-AND,,,44.39806,-70.971596,7/24/2000,,0.059,0.27,0.15,,,,,,,,
2019-1140,01-AND,,,44.39806,-70.971596,6/18/2019,0.002,0.0113,0.08,0.003,,0.002,1.7,,,,,
RA08210203,01-AND,,,44.39806,-70.971596,8/21/2002,,0.012,0.2,,,,,,0.1,,,
2016-2495,01-AND,,,44.39806,-70.971596,7/13/2016,0.08,0.0108,0.038,0.076,,0.004,1.49,,,,,
2009-3378,01-AND,,,44.39806,-70.971596,7/23/2009,0.057,0.011,0.09,,,,1.1195,,0.011,,,
2011-2261,01-AND,,,44.39806,-70.971596,7/21/2011,0.053,0.013,0.015,,,,2.65,,,,,
2018-167,01-AND,,,44.39806,-70.971596,4/3/2018,0.11,0.0141,0.08,0.11,,0.002,,,,,,
RA08220101,01-AND,,,44.39806,-70.971596,8/22/2001,,0.27,0.3,0.13,,,,,0.1,,,
2007-1996,01-AND,,,44.39806,-70.971596,6/28/2007,0.08,0.013,0.3,,,,2.737,,,,,
2010-1519,01-AND,,,44.39806,-70.971596,6/24/2010,0.055,0.013,0.07,,,,1.516,,,,,
2017-1362,01-AND,,,44.39806,-70.971596,6/21/2017,0.065,0.0103,0.08,0.062,,0.002,2.4,,,,,
2006-2872,01-AND,,,44.39806,-70.971596,7/13/2006,0.16,0.018,,,,,2.31,,,,,
2007-3208,01-AND,,,44.39806,-70.971596,7/26/2007,0.07,0.014,0.32,,,,1.701,,,,,
2020-119,01-AND,,,44.39806,-70.971596,2/12/2020,0.057,0.0076,0.08,0.056,,0.002,,,,,,
A61082-5,01-AND,,,44.39806,-70.971596,7/24/2003,0.08,0.035,,,,,,,0.2,,,
2015-3967,01-AND,,,44.39806,-70.971596,8/18/2015,0.067,0.00989,0.26,,,,1.01,,,,,
2012-4134,01-AND,,,44.39806,-70.971596,8/27/2012,0.063,0.0089,0.015,,,,0.9,,,,,
2008-5208,01-AND,,,44.39806,-70.971596,8/27/2008,0.067,0.0087,0.1,,,,1.082,,,,,
2015-2814,01-AND,,,44.39806,-70.971596,7/22/2015,0.07,0.0103,0.65,0.069,,0.004,,,,,,
A305403001,01-AND,,,44.39806,-70.971596,7/15/2013,0.066,0.0103,,0.057,,0.004,1.22,,,,,
A62842-2,01-AND,,,44.39806,-70.971596,8/19/2003,0.06,0.035,0.3,,,,,,0.2,,,
2010-4113,01-AND,,,44.39806,-70.971596,8/19/2010,0.051,0.0088,0.07,,,,0.86,,,,,
A405012001,01-AND,,,44.39806,-70.971596,7/16/2014,0.083,0.00957,,0.08,,0.004,0.54,,,,,
2015-254,01-AND,,,44.39806,-70.971596,4/7/2015,0.15,0.0146,0.015,,,,,,,,,
2019-5289,01-AND,,,44.39806,-70.971596,10/17/2019,0.002,0.062,0.48,0.003,,0.002,,,,,,
2005-4377,01-AND,,,44.39806,-70.971596,8/10/2005,,0.018,0.3,,,,1.8,,0.05,,,
RA06210201,01-AND,,,44.39806,-70.971596,6/21/2002,,0.012,0.6,,,,1.97,,0.1,,,
RA07240101,01-AND,,,44.39806,-70.971596,7/24/2001,,0.047,0.3,0.09,,,,,0.1,,,
2020-1437,01-AND,,,44.39806,-70.971596,8/12/2020,0.051,0.00922,0.08,0.003,,0.002,0.91,,,,,
